content,score
"Setelah Update versi baru malah nyusahin.. Sebelumnya jalanin aplikasi bisa pakai wifi, setelah update versi harus pake data seluler.. Makin kesini malah makin parah & nyusahin 👎",1
"tolong verifikasi otp dipindahkan lewat whatsapp saja, soalnya sering terjadi tidak muncul kode SMS jika lewat pesan dan menggunakan pulsa sangat tidak efektif mohon di tinjau",1
Selalu terjadi kesalahan setiap diupgrade udah beberapa hari tidak bisa dibuka nih myBCA saya padahal sinyal/internet saya bagus tidak ada kendala apa apa kenapa cuma aplikasi myBCA ini yg tidak bisa diakses...,1
"Tiba tiba banget akun BCA ID di blokir tanpa sebab, pas lagi penting penting nya trus di suruh nelepon cs jg harus pake pulsa mau isi pulsa jg ga bisa karna ga bisa buka akun nya, aneh banget sih sistem nya",2
"Setiap kali Top up saldo nominal 100rb tapi yang masuk ke rekening selalu 90rb,selalu kaya begitu ngehubungin cs nya bilang nya dana endapan.Tapi masa berkali kali,parah si rugi banget potongannya 10rb sendiri",3
Masih kurang smooth dibanding Livin. Ga ada fitur pocket² untuk pisah² uang juga kayak app lain. Semoga pengembangnya lebih bagus lagi.,2
Maaf sebelumnya... Jika anda ingin menyimpan no telp customer harusnya anda sediakan kode negara kita sendiri... Jangan bikin bingung customer... Bintang satu sudah cukup... Jika anda bisa memperbaiki saya akan naikkan bintangnya,1
"ada bug di layanan pendaftaran paylater, ketika mau daftar selalu terjadi gangguan jaringan, padahal sudah di coba pakai wifi tetap sama saja.",3
Udh bener masukin password nya eh keblokir malah suruh login pake BCA id sama pw terus minta otp SMS woy lu kira ga pake pulsa minta otp begitu? Kocak sih asli gua ga salah masukin password cuma masalah koneksi aja yang ga ada eh malah diblokir anda sehat? Solusinya nih gua kasih tau Minimal ada kirim otp ke WhatsApp lah biar ga repotin,1
Fitur smua ny udh ok banget ++...yg kurang cuma 1 blm BS transaksi QR sumber dana Kartu kredit.semoga kedepan ny dalam waktu dekat sudah update perbaharuan transaksi QR sumber dana Kartu kredit seperti bank lain nya... terima kasih,5
"Aplikasi nya udah bagus, mudah dimengerti, tapi saran saya, untuk daftar aktivitas notifikasi di tambahkan menu tandai notifikasi sudah dibaca",5
Parah sih ini katanya ada saldo mengendap okeyyy pertama ada uang masuk langsung kepotong ehhh pas ada saldo masuk lagi kepotong lagi itu padahal blm satu bulannnn tlfn ke CZ ga jelas... Di aplikasi ga bisa liat mutasi,1
"Sudah berkali kali masukan ID & password, kode OTP tapi tetap engga bisa log in. Padahal sinyal bagus, pulsa juga ada.",1
"Saldo tiba tiba di tahan, di bilang CS nya buat admin, tapi tiap bulan tetep potong admin juga, bobrok administrasi nya, di bilang 1 x debet di tahan, lah awal buat rekening kan udh ada saldo di tahan. Ini 2x. Bobrok",1
"Saya update my BCA Isi id bca, dan pasword Sudah berhasil Diminta isi no HP Dan KTP Sudah berhasil Kembali lagi ke menu awal.. Diminta isi id BCA lagi Dan pasword... Berputar kembali ke awal sampai 5 kali Padahal saya mau tranfer penting.. Jadi berputar putar saja.. Minta tolong diperbaiki.. Lagi... Banyak buang waktu dan pulsa jadinya",4
"Anjoy udah update lagi nih tampilannya makin mirip BCA mobile,cuman sering eror nih my BCA suka GK bisa masuk kaya nge bug gitu dari aplikasinya,kalo lagi urgen bahaya nih bug nya bisa menyulitkan pengguna dalam transaksi",5
"sistemnya lemot kode otp gka masuk masuk sudah 12 jam nyoba tetep aja gk ada, bahkan udah sampe kontak provider dan udah di benerin sama provider tetep aja gk ada kode otp dari bca nya.",2
"Gimna maksud nya ya kak, soalnya saat saya mau masukkan akun sudah benar dan setelah itu di suruh untuk menambah nomor, tapi kenapa ga ada negara Indonesia gimana saya mendapat otp biar bisa masuk ke akun mybca",1
"Kecewa transaksi pakai qris untuk beli paket data gak masuk2, tlpn halo bca dia bilang harus nunggu 20hari ke depan ! Kocak . Saldo udah kepotong kuota gak masuk2. Padahal nominal kuotanya cuma 16rb aja dibilang suruh nunggu 20hari ke depan !! Yg bener aja. Mending beli kuota di agen pulsa . Asli kecewa",1
"Update yang sekarang gak enak, saat buka ""akun saya"" dan simpanan, kita bisa lihat semua rekening, sekarang gabisa. Tolong dibuat scroll aja semua rekening",3
"Wooiiii DEVELOPER My BCA. Tolong tambahin lg fitur OTP melalui WHATSAPP . Jangan cuman pake SMS doang... Ga semua nasabah punya pulsa & sdh ga zaman otp pake pulsa. Ini sudah Tahun 2025 sekelas Bank BCA yg Termahal & TerElit, Masukin Otp masih pakai SMS PULSA, MEMALUKAN. Kalah sama Bank2 lain yg sdh pakai WA . Update lagi aplikasi nya pake OTP Lewat WhatsApp & Telegram . Jangan menjadi Perusahaan JADUL DEVELOPER BCA. Bikin malu Indonesia saja",1
"Habis update ke versi terbaru, malah terjadi kesalahan ketika akses rek koran, akses transfer cepat jg ga ada lagi alias error.. tolong diperbaiki.",1
"Udah ga nyaman pake myBCA untuk transfer via BI fast, uang sering ga nyampe dan balik ke rekening bisa 2-3 hari, sangat menghambat, sekelas BCA rating 3.8, mungkin sebaik nya BCA merombak tim IT nya..",1
"Biometrik gagu a, nyalahin sim card harus nempel, jaringan harus stabil, udah semua tiap hari berulang ulang gapernah berhasil login pake biometrik Cari masalahnya di sistem kalian bukan nyalahin jaringan atau sim card harus nempel di slot utama, kami para pengguna juga sudah tau",1
halo My bca tolong di perbaiki lagi apk yg baru update Terkadang saat melakukan transfer tinggal memasukkan Pin Transfer mau kembali lagi ke menu transfer yaitu pilihan bank Trus mengapa sandi myBCA yg tersimpan di google tidak bisa lagi di tempel Tolong di perbaiki lgi Mending pakai Model mybca yg sebelumnya Terimakasih semoga di perbaiki,3
Apk terburuk update bukan nya lebih bagus malah lebih buruk bagusan yang sebelumnya g ada kendala Setelah di update awal nya bisa masuk Setelah beberapa jam kemmudian di suruh masukin id lagi biaya pulsa lagi susah pula masuk nya,1
"Ini gimana mybca saya.kok yang muncul di layar mesti (Personalisasi Bca ID) terus sih,Udah saya hapus aplikasinya,udah lupa Bca id,& udah lupa pasword tapi tetep tidak bisa ke layar utamanya.Tollong plisss!!!",1
"Memudahkan buat transaksi.tapi aga kecewa karna reward yg d janjiin ga ada,pas pendaftaran kita di kasih pilihan reward vocer belanja ,tapi sampai sekarang belum ada info vocer nya",4
"Setelah update secara otomatis kenapa saya tidak bisa masuk lewat ID saya, mohon dan tolong sekali perbaikannya karena ini sangat penting sekali untuk bertransaksi",3
"ini kenapa ga bisa TF duit ke virtual account yaa? katanya transaksi gagal terus padahal udah make Kouta dan jaringan baguss, tolong dong.",1
Selain dari cs cs nyah yang ramah ramah banget marketing nyah pun lebih ramah cukup puasa dan nyaman pake bank BCA cuman kalo bisa buat administrasi per bulannya yang tahapan di turunin biar rakyat kecil kayak aku gak ke banyakan mikir mikir dulu hhe🥰,5
"Baru update aplikasinya, pas login gk bisa, muncul tulisan ""perangkat anda tidak bisa digunakan untuk mybca"".. Konyol...",2
kecewa berat sama bca padahal sudah pengguna lama bca 10thn lebih habis itu rekening juga sudah nyambung ke qris toko masih aja ditolak ngajuin paylatter sama kartu kredit cukup sampai sini aja bay bca stok pakai qris merchant stop transaksi bca selamat tinggal bca,1
"Aplikasi yang sangat sangat membantu kita gak perlu lagi repot kebank untuk print buku tabungan spy tahu riwayat transaksi, cukup buka mybca semuanya sudah tercantum dengan jelas. Cuma ada kekurangannya aplikasi hp bawaan kita aksesibilitas jadi tdk bisa berfungsi dengan baik,mohon kedepannya mybca lebih canggih lagi supaya gak perlu lagi kita mematikan fitur aksesibilitas dihp kita",5
"saya tidak bisa mengakses portofolio, loading terus, saya punya aset investasi reksadana dan invesment goal, dngan tidak bisa mengakses portofolio, saya tidak bisa melakukan jual reksadana dan tidak bisa melakukan topup dana di invesment goal, mohon di perbaiki kendala saya ini",1
"Setelah 6 bulan migrasi ke apk bca yang baru, emang keren ada sortiran otomatis untuk pencatatan pengeluaran dan pemasukan, tampilan UI nya juga simpel enak dilihat. Tapi ada kurangnya ketimbang apk yang lama, yang baru ini update melulu",4
"Harus matiin aksesibilitas? Ribet banget. aplikasi yang user pakai itu bukan bca doang, sangat merepotkan bulak-balik nyala-matiin aksesibilitas tiap mau transaksi, tolong segera diperbaiki sistem aplikasinya. Menanggapi Balasan: Baru saya beritahu mematikan aksesibilias bukan solusi, malah menyuruh untuk mematikannya. Ingat, menyuruh mematikan aksesibilas bukan solusi, Perbaiki sistem anda",1
Parah dipaksa update terus padahal versi juga belum lama lama banget.berikan kebebasan update karena setiap android berbeda beda mungkin hanya cocok dengan versi tertentu saja. Kita buat transaksi dengan cepat dan efisien bukan harus update terbaru tapi justru error,1
"Untuk versi terakhir. Apps keluar sendiri saat ingi login. Sudah coba hapus cache dan install ulang appsnya tetap tidak bisa. Mohon bantuannya. Update sudah berhasil login dengan mematikan beberapa aksebilitas dari beberapa apps lain. Mohon pertimbangkan aksebilitas apps lain, karena ada beberapa apps lain yg memerlukan aksebilitas juga. Terimakasih.",1
"Sering force closed.... Aplikasi sudah diupdate terbaru, jaringan dipastikan stabil (mbanking bank bumn terbesar nggak ada masalah). Aplikasi yg bagus itu harusnya bisa menerima settingan apapun di HP customer. Kok malah disuruh mengnonaktifkan fitur lainnya yang ada di HP user...aneh..",1
"Setelah di update,aplikasi nya selalu menutup sendiri saat ada aplikasi lain yang ingin menghidupkan mode ""AKSESIBILITAS"",sehingga kalau mau menggunakan MY BCA / BCA Mobile,harus mematikan ijin semua aplikasi yang menghidupkan mode ""AKSESIBILITAS"". Ini sangat mengganggu,tolong diperbaiki.",1
udah 2 kali ganti email yg pertama bisa login tiba2 logout g bisa masuk... email ke dua udah jadi untuk id BCA tp gak bisa masuk selalu mengulang2 dr awal,2
"Habis pindah dari bca mobile karena apk tidak bisa dibuka terus. Registrasi mybca selesai bisa login seperti biasa, kemudian ada update ke versi 1.28.1 dan terjadi kembali apk dipanggil isi user dan password malah keluar...diulang2 tetap keluar. Sudah diuninstall terus diinstall lagi, force close, hapus cache tetap tidak bisa...ternyata masalahnya memang dari menu aksesibilitas harus dimatikan semua",5
"aplikasinya bagus, ui/ux nya simple dan mudah dimengerti, jarang ada trouble, terus ditingkatkan👍🏻",5
"untuk isi e-wallet kalau bisa jangan pake kode tapi langsung ke menu aplikasi jdi lebih mudah, kalau pake kode kadang² lupa sama kode nya.",5
"update terbaru tiap klik ""semua menu"" terjadi crash, tolong diperbaiki, sebelumnya lancar jaya.",2
"aplikasinya sudah sngt bagus,tapi kenapa hari ini apk nya nggak bisa digunakan pas mau di buka malah tertulis aplikasi myBCA berhenti, pdhl selalu di update",4
"sekedar saran, untuk permasalahan pembayaran yang gagal tapi saldo terpotong, di percepat, apalagi karena transaksi beda bank, masa sampe 20 hari kerja. gak sekalian aja, 1 bulan.",3
aplikasi myBCA kok sekarang ngelag ya pas ketik PIN. di tambah pas klik menu SEMUA MENU kok langsung force closed. minta tolong di perbaiki ya min 🙏,5
"tolong laa apk nya diperbaiki lagi apk nya. hp ram tinggi tpi kok serasa berat bgt apk nya, lelet kalo dibuka trus patah patah",2
aneh dr awal registrasi ini udah registrasi suruh login udah pas login lg bisa tp step nya ngulang lg isi rekening data dll trus dah slesai sruh login lg eh dsruh ngisi data lg. da ada 2 mngguan dbiarin pas cb login lg password salah id salah minta lupa password g bsa jg id salah pdahal ngisi email doang,1
"Ini bagaimana ko nomor otp ga ke kirim trus sih, padahal udah di coba berkali kali, pulsa juga uda disediain jaringan stabil juga udah ko tetep gaada ya, CS dari myBca nya bagus responnya juga baik cuma ini kendalanya nya di bagian otp itu knapa ga Ada ya? Mohon untuk lebih diperhatikan jika bisa untuk otp kirim ke via Wa aja lebih efisien",1
"tolong di perbaiki lg aplikasi nya, susah sekali buat login, sampai ganti sandi berulang kali tetep aja gk bisa, cuma buang2 waktu aja",3
"kenapa selalu keluar ya ketika pilih tombol menu, dan selalu terjadi kesalahan pada saat ingin baca ketentuaan/kebijakan perjanjian.",1
"error saat upload tanda tangan di pengajuan kartu kredit, muter2 trus, segera diperbaiki. thanks, kl dah bisa baru bintang 5",1
"overall udah oke, tapi ada bug ketika klik menu lainnya, app nya force close, please fix it, ini sifatnya urgent",3
"pas masuk ke semua menu malah force close, udah coba matiin accessibility juga tetep aja force close.",1
update terbaru ada bug sehingga saat pilih semua menu langsung keluar aplikasi. Mohon segera dibenahi,1
"Update terbaru malah kyk fitur buat orang kuno, auto force close kalau ada aplikasi yg perlu aktifkan aksesibilitas. Lah anda kira aksesibilitas itu hanyalah jalan masuknya carding begitu? BUKA MATA ANDA. aplikasi kesehatan, alarm, produktivitas, bahkan hal penting semacam koneksi ke windows, juga antivirus perlu aktifkan aksesibilitas untuk tracking log aktivitas kita apabila ada hal yg mencurigakan Ini malah memutus jalurnya",1
"ini gimana sihh aplikasinya, tiap mau dipake baru klik all menu langsung keluar sendiriii, berkali kali kayak giniii!!!!",1
akhirnya bisa dibuka lagi setelah beberapa bulan tidak bisa dipakai padahal setting nya tidak berubah,5
"Secara UI dan UX jauh lebih bagus karena terasa lebih modern dari aplikasi mBCA yg lebih klasik. Ada 2 kekurangan yg saya rasakan selama seminggu menggunakan aplikasi myBCA. 1). Terasa lebih Lola diproses koneksi ke server. Entah mungkin ada penambahan security sistemnya atau masalah jaringan atau response servernya. 2). Pada saat melakukan transfer, list pilihan no rek yg terdaftar bercampur. Misalnya mau trf ke sesama BCA, list rek tersimpan yg muncul bercampur dg rek non BCA.",4
Setelah pembaruan terakhir jadi cantik cakep lancar jaya 👍 Tapi kapan nih tema gelap?? Jangan ketinggalan zaman yukkk,5
"setelah di update g bisa masuk ke semua menu, aplikasi langsung menutup sendiri, tolong diperbaiki segera",3
sering minta update habis itu biometrik jd ga bs dan minta password. Ribet banget alasan security. prett,1
"saya 3hari lalu dapat Notifikasi Harus Update Aplikasi My BCA, Stelah di Update Malah Gak Bisa di instal, Tolong dong My BCA gimana Caranya biar bisa di instal Stelah Update kmaren.",4
"sekedar saran... tolong kalo bisa di ATM BCA,ada pecahan uang 5000,10000,20000, gak cuma 50000 dan 100000 saja, karena meskipun kita nasabah, kadang sulit untuk tukar uang baru menjelang hari raya, terimakasih sukses selalu, aamiin 🤲🙏",5
saya login slalu gagal dan ada tulisan upss silahkan coba lagi padahal id SMA password bener dan jaringan udh oke WiFi SM data,2
untuk pelayanan sangat puas semua d bikin mudah buat nasabahnya untuk nasabah baru maupun lama tetap pelayanan sangat baik dan puas terimakasih my bca,5
update terbaru bikin force closed terus menerus di hp redmi note 11. jadi gak bisa transaksi. cara rollback nya gimana ya? saya mesti bayar tagihan sudah jatuh tempo,5
bca sekarang jelek dan menyebalkan......beli pulsa 150 RB gak masuk....instal my bca susah ...telpon cs ribet dan lama.....buat lah simple.....untung pake mandiri.....dana terpaksa pindahin ke mandiri aja...bca buat formalitas,1
"kenapa sekarang setiap mau buka itu lemotnya minta ampuuunnnnn,,,, saya buka aplikasi yg lainnya okok aja ga masalah, kenapa pas buka my BCA astaghfirullah 😑😑😑😑😑 bisa nunggu 1-2menit 🥴🥴🥴",2
"update tiap hari, makin lemot tiap hari, tambah banyak bug, makin lemot. hadehhhh ente perusahaan besar loh (riba paling besar loh).",1
"jelek ribet, riset pasword nelpon halo BCA dlu, dan top nya waktu nya cepat banget, top blm masuk waktu dah abis abis beli pulsa aja,",1
"entah kenapa bca akhir akhir ini jadi makin lelet, delaynya juga lama banget. tolong diperbaiki lah!",1
aplikasi dongo tolol masa saya TF dari dana ke myBCA uang nya gak masuk padahal dari aplikasi dana sudah berhasil terkirim tapi di aplikasi myBCA gak ada uang masuk aplikasi penipuan ini mah hangus uang ku jadinya gak ada muncul nyesel bgt jgn ada yg mau download aplikasi myBCA!!!!!!,1
